"","factor1","factor2","factor3","factor4"
"1",10.8036671004539,2.02008548383242,12.7640955834198,-8.9444243390874
"2",5.17505591176374,17.974075127776,12.8514859265967,-1.45192411156367
"3",9.61166576396553,11.4089047051839,13.0832222621198,6.28809597589775
"4",12.0887963842331,14.185463143357,9.5279669486287,-8.45827363664017
"5",8.15888794970913,25.2219868376442,9.8808100196438,11.4075077145556
"6",11.8588646749428,9.25897570172532,10.5694624226753,2.76407524642212
"7",7.91159554918316,14.5714871707885,10.9837997823724,-1.79732075473956
"8",5.02733879863812,5.71981177830098,16.246538317686,-28.0132222635803
"9",-5.699051310253,-5.03266077911891,-4.79933683285779,5.64547760221053
"10",4.89498456777135,5.4601053367745,2.01144644872024,6.92984870400599
"11",6.83055075320343,4.75285041594711,10.7220165959436,-6.21754478511416
"12",6.97048097032924,-0.130534838273067,-1.60127230328634,15.4872433304068
"13",11.4574880757609,20.45021262719,15.9590543211825,5.28824484178725
"14",12.0479285553831,2.83951295071271,8.71733386582732,14.3594034265204
"15",-0.976404844190235,8.54980563549587,10.320507248038,-21.5318198000729
"16",5.21419165213493,15.657139619598,9.50747531691092,3.16103736911157
"17",6.19422169714234,5.87318603136692,2.70544440191413,8.24030350430404
"18",8.06744545617084,22.6975509116137,11.5166545229558,5.14479699074443
"19",6.79837596332117,3.97744398599745,4.79747240182254,4.9932889834781
"20",15.5734630393078,14.4815230159942,18.6586256110778,12.394900728555
"21",-6.23656723918313,-7.49870098755271,-11.9542293156031,14.0493193646001
"22",-13.0618934186957,-2.88144810937713,-4.34966306640688,15.3076630216572
"23",4.74327835994825,7.73148295326175,7.00672696833676,7.1491264960492
"24",6.92392281498733,14.1053960781133,12.058889577275,-10.1277031553347
"25",11.3547400241326,15.244529024114,7.9989456228232,10.3959662392979
"26",10.709205213166,15.8939298039792,8.40747213213624,4.60303585312647
"27",10.7848204987549,6.62672989533832,-0.480315791542629,8.1898461289579
"28",-0.454845482087781,3.04872468555408,-4.45919334905194,17.2499434724304
"29",2.86108058052731,7.96054646898925,-0.745954874624051,4.12772597706479
"30",-17.5372387019928,-10.5615593794691,-9.77151558498716,-17.7059280507359
"31",-0.204213398471664,0.157098608514198,-4.99143758518933,12.3911333179289
"32",1.22184678278387,12.1615102297519,2.14843980454538,13.0139944651407
"33",-1.071686338903,4.9740102311753,4.21849135314735,11.9162830998451
"34",10.1877838734218,15.6465550027172,8.88708974350472,23.5504370550582
"35",-2.69947752921029,5.50441693580123,10.9200462112327,-6.95062662363236
"36",7.89928750211109,11.3528245808709,16.9573780649603,-9.31130342156612
"37",11.4871421097397,18.6527159376842,14.4026654568033,7.16749010420009
"38",15.8806549404606,16.6042868287754,11.2874108774154,-2.11727582991406
"39",9.48687103389543,15.6702727001607,11.0350516713387,9.9320161798409
"40",-7.49446768320833,-2.25534968433207,-4.13618217047939,1.24788726912396
"41",-12.7805527531767,-12.9740637363869,-9.36628558391721,-15.966459081497
"42",-0.937138138176191,0.919790453943051,7.22979075609759,5.37728696560722
"43",-1.1627638324251,-0.25385645047393,-5.45491891385958,-15.1422512388778
"44",-3.90012303699309,-8.52699079077062,-10.0177944538477,-10.1581643924193
"45",-6.11824466463492,-1.38578447303516,-3.11679237557489,-4.88950195730562
"46",-2.55087234427721,-0.745325405151855,-2.00626125216837,5.75335525282834
"47",6.31544215273837,14.2499187184309,16.5827931785864,1.4776221865739
"48",0.952699949315553,-1.43587847985456,12.0302786095929,-5.89954069979659
"49",5.38262649902463,9.68628557507665,18.4529627078921,-15.9490246040969
"50",0.00809229666166916,15.2602658428923,10.7268532549554,-10.9580056741669
"51",4.2978439319703,12.2061695405127,8.41365969395773,15.5943912942611
"52",9.75949277878299,11.5877069630659,15.7869624152417,-12.3909439354562
"53",7.28426767631772,-8.07888268237835,0.0196649624273689,-2.26165363624203
"54",-7.20350188607971,-10.7367743068546,-9.15869625790978,10.9006992136718
"55",-9.57210241238048,-13.0706816819792,-6.1724210453868,-21.8157967499633
"56",3.18471494186597,1.35584461890775,2.99028378739383,7.36848554413365
"57",1.69620302178788,-11.7586531242836,-14.4389766475676,4.62705851171734
"58",1.65315027265556,-3.05092422008358,-11.8030272814727,10.4769098754595
"59",7.71106193583686,1.3601417900621,9.29354726338064,-10.4808547762391
"60",7.18837037292657,-4.84283886823809,-8.7493958168625,1.59169865879018
"61",-2.63772102426179,-7.90560873198528,-1.02834452593063,-4.67902204755656
"62",-14.2160579716322,-14.872462390162,-13.6474616550131,-4.43096120583922
"63",-10.6373106262356,-12.2851144744552,-14.5073856693543,4.39924691415677
"64",-4.09316891004337,-6.87744063759634,-11.5641842097746,4.51126073278773
"65",-5.63361809905154,-8.79406209761899,-8.95090286784496,2.07472160630761
"66",-9.7405505886012,-11.2064352839594,-8.35296382507836,-4.36268996404184
"67",-9.2252885387797,-8.04133710659617,-11.1125385754857,0.9893152509169
"68",-8.84328444167134,-4.85937115383987,-4.36473277174136,-3.13177064989118
"69",-0.0776276056493595,-11.6796276712399,-4.52380665291523,3.68601037371702
"70",-2.4157275512552,-6.91435623537213,-0.0839501895128729,4.5229742401098
"71",-4.9390554677868,-11.3571524213125,-11.0240265804298,-8.4151428063054
"72",-6.84808835723812,-15.6106485400132,-12.7496310383978,-5.1487545922999
"73",2.86824510271623,-5.73558696893071,3.20483630996678,-3.06487687488608
"74",-7.46469220097357,-5.53806125563061,-5.59035036120827,-1.02610327396818
"75",2.51235950084926,-11.1729602411229,-5.56245292062267,-9.26128552453005
"76",10.1202465731099,3.58089601643166,15.2057314860147,4.05157437015606
"77",-2.94386812292069,-15.7475834850208,-19.3712211806528,4.12384391192776
"78",0.042218304585282,-6.99886788059472,1.23623265469059,-13.5494348060797
"79",-6.39580438812472,-0.652066663447594,0.277269802113543,-13.1152129729163
"80",-7.03673537145506,-12.1115742005914,-14.4471595668177,2.98258482864573
"81",-11.582673839865,-10.6091285876865,-14.6307383825499,-1.58006432681961
"82",0.0374441945974264,-5.02448996672632,-5.32718982426239,11.6162651192814
"83",-4.18758058204684,-11.829085645865,-6.3999940831562,7.51604695027657
"84",-5.70585989866952,-8.87723903141945,0.944194867056683,-10.5677883649609
"85",-4.96889951422754,-11.4986532439725,-4.34705439670079,-1.50221652534662
"86",-8.23608379009042,-13.1227669221445,-13.8408695222041,-10.7883018856698
"87",-13.8987652664136,-19.0565032075022,-15.2257008465649,-10.602185219616
"88",-6.7948497338275,-3.2648796882531,1.66561130246194,-6.73039039236355
"89",-8.51315092497811,-5.35831089549148,-1.37242407670076,-14.7377162029784
"90",-10.8643040327223,-14.9988709199663,-13.3942108618945,2.24146566183172
"91",-5.00647820245855,-13.2728954825199,-15.1883893367547,10.3335718074612
"92",-7.83964714594219,-12.7938861370057,-16.5826222373583,-8.70917450224066
"93",-6.11865098991519,-6.80893189528993,-13.348103275062,-7.51838169630597
"94",-3.45750091186118,2.68339636635478,-10.884753067466,-5.22697829775855
"95",-11.6780962466804,-14.039109107362,-18.202759688559,18.0809196526481
"96",-7.74220300036633,-15.4594856088493,-3.10119395020402,-19.9851915148597
"97",0.938140515798788,-2.22363195806,-12.0935590586624,1.12553299371487
"98",-2.83302458757525,5.41864512877878,-7.32510749419503,3.67414321246858
"99",-2.04170870597945,-9.33352861205169,4.5778312429619,-5.25187900596095
"100",-1.7287695450609,-6.23612814678067,-5.94130845065535,1.91243111193343
"101",2.71587278634427,-1.75633848717762,-5.82425645303318,20.3575039441377
"102",4.63945159975211,10.9916080798089,16.7298398732851,-14.5762525969952
"103",-0.566783328782766,4.69665277137226,5.33614520500384,-1.56705240133971
"104",-4.24256414356733,-7.27459027578348,-9.36536949165176,-0.905327075295021
"105",-3.23821628126097,16.2973250480846,6.50730948923588,10.2057346748048
"106",7.77473482550536,6.93426285087574,16.6630313578472,-7.65772368555663
"107",-5.00743201723514,-3.43757726168799,-15.0505938411547,12.5279357352759
"108",-3.5870516595739,-4.64700477858231,1.66214026561208,-13.2480291091479
"109",-1.30090882857752,-8.04297361703975,-4.87311832805093,3.22216821693645
"110",-1.35736837278875,-1.11682529437672,5.08510979338657,0.160619764711438
